,1_ExactMolWt,2_ExactMolWt,3_ExactMolWt,4_ExactMolWt,5_ExactMolWt,6_ExactMolWt,1_Chi0n,2_Chi0n,3_Chi0n,4_Chi0n,5_Chi0n,6_Chi0n,1_Chi0v,2_Chi0v,3_Chi0v,4_Chi0v,5_Chi0v,6_Chi0v,1_FractionCSP3,2_FractionCSP3,3_FractionCSP3,4_FractionCSP3,5_FractionCSP3,6_FractionCSP3,1_HeavyAtomCount,2_HeavyAtomCount,3_HeavyAtomCount,4_HeavyAtomCount,5_HeavyAtomCount,6_HeavyAtomCount,1_HeavyAtomMolWt,2_HeavyAtomMolWt,3_HeavyAtomMolWt,4_HeavyAtomMolWt,5_HeavyAtomMolWt,6_HeavyAtomMolWt,1_LabuteASA,2_LabuteASA,3_LabuteASA,4_LabuteASA,5_LabuteASA,6_LabuteASA,1_MolLogP,2_MolLogP,3_MolLogP,4_MolLogP,5_MolLogP,6_MolLogP,1_NumAliphaticRings,2_NumAliphaticRings,3_NumAliphaticRings,4_NumAliphaticRings,5_NumAliphaticRings,6_NumAliphaticRings,1_NumAromaticCarbocycles,2_NumAromaticCarbocycles,3_NumAromaticCarbocycles,4_NumAromaticCarbocycles,5_NumAromaticCarbocycles,6_NumAromaticCarbocycles,1_NumHAcceptors,2_NumHAcceptors,3_NumHAcceptors,4_NumHAcceptors,5_NumHAcceptors,6_NumHAcceptors,1_NumHDonors,2_NumHDonors,3_NumHDonors,4_NumHDonors,5_NumHDonors,6_NumHDonors,1_NumRotatableBonds,2_NumRotatableBonds,3_NumRotatableBonds,4_NumRotatableBonds,5_NumRotatableBonds,6_NumRotatableBonds,1_TPSA,2_TPSA,3_TPSA,4_TPSA,5_TPSA,6_TPSA,OUTPUT
30,78.01393581,78.01393581,365.8133263,443.2334679,190.0266087,382.0874947,2.816496581,2.816496581,1.255928946,19.76006718,7.058709813,14.80092304,3.632993162,3.632993162,8.315404218,19.76006718,7.058709813,15.61741963,1,1,0,0.285714286,0,0.142857143,4,4,3,33,14,27,72.088,72.088,367.008,412.319,184.106,364.293,28.47844735,28.47844735,42.8030803,194.1164603,78.40010454,157.1710017,-0.0053,-0.0053,1.3104,5.561,1.4912,3.72544,0,0,0,2,0,1,0,0,0,2,1,3,1,1,0,3,3,5,0,0,0,1,1,2,0,0,0,7,1,2,17.07,17.07,0,56.69,67.51,83.83,1
31,78.01393581,78.01393581,365.8133263,297.1477268,190.0266087,382.0874947,2.816496581,2.816496581,1.255928946,12.73011839,7.058709813,14.80092304,3.632993162,3.632993162,8.315404218,12.73011839,7.058709813,15.61741963,1,1,0,0.235294118,0,0.142857143,4,4,3,22,14,27,72.088,72.088,367.008,278.206,184.106,364.293,28.47844735,28.47844735,42.8030803,129.4755753,78.40010454,157.1710017,-0.0053,-0.0053,1.3104,4.6464,1.4912,3.72544,0,0,0,0,0,1,0,0,0,2,1,3,1,1,0,4,3,5,0,0,0,1,1,2,0,0,0,6,1,2,17.07,17.07,0,65.26,67.51,83.83,1
32,78.01393581,78.01393581,211.823789,382.0874947,181.0294416,991.9722398,2.816496581,2.816496581,1.377964473,14.80092304,6.724990191,34.11465457,3.632993162,3.632993162,9.244070901,15.61741963,7.480919137,45.38064089,1,1,0,0.142857143,0.333333333,0.058823529,4,4,2,27,12,64,72.088,72.088,212.809,364.293,173.558,968.628,28.47844735,28.47844735,83.18596902,157.1710017,75.56977673,452.2529366,-0.0053,-0.0053,-5.992,3.72544,2.17232,-7.8628,0,0,0,1,1,0,0,0,0,3,0,6,1,1,0,5,2,20,0,0,0,2,0,4,0,0,0,2,0,11,17.07,17.07,0,83.83,29.96,389.2,0
33,78.01393581,78.01393581,211.823789,382.0874947,181.0294416,357.2204979,2.816496581,2.816496581,1.377964473,14.80092304,6.724990191,16.76984402,3.632993162,3.632993162,9.244070901,15.61741963,7.480919137,16.76984402,1,1,0,0.142857143,0.333333333,0.208333333,4,4,2,27,12,27,72.088,72.088,212.809,364.293,173.558,330.285,28.47844735,28.47844735,83.18596902,157.1710017,75.56977673,162.2081523,-0.0053,-0.0053,-5.992,3.72544,2.17232,4.8173,0,0,0,1,1,1,0,0,0,3,0,2,1,1,0,5,2,3,0,0,0,2,0,0,0,0,0,2,0,4,17.07,17.07,0,83.83,29.96,18.84,0
34,78.01393581,78.01393581,211.823789,382.0874947,991.9722398,357.2204979,2.816496581,2.816496581,1.377964473,14.80092304,34.11465457,16.76984402,3.632993162,3.632993162,9.244070901,15.61741963,45.38064089,16.76984402,1,1,0,0.142857143,0.058823529,0.208333333,4,4,2,27,64,27,72.088,72.088,212.809,364.293,968.628,330.285,28.47844735,28.47844735,83.18596902,157.1710017,452.2529366,162.2081523,-0.0053,-0.0053,-5.992,3.72544,-7.8628,4.8173,0,0,0,1,0,1,0,0,0,3,6,2,1,1,0,5,20,3,0,0,0,2,4,0,0,0,0,2,11,4,17.07,17.07,0,83.83,389.2,18.84,1
35,78.01393581,78.01393581,211.823789,181.0294416,991.9722398,357.2204979,2.816496581,2.816496581,1.377964473,6.724990191,34.11465457,16.76984402,3.632993162,3.632993162,9.244070901,7.480919137,45.38064089,16.76984402,1,1,0,0.333333333,0.058823529,0.208333333,4,4,2,12,64,27,72.088,72.088,212.809,173.558,968.628,330.285,28.47844735,28.47844735,83.18596902,75.56977673,452.2529366,162.2081523,-0.0053,-0.0053,-5.992,2.17232,-7.8628,4.8173,0,0,0,1,0,1,0,0,0,0,6,2,1,1,0,2,20,3,0,0,0,0,4,0,0,0,0,0,11,4,17.07,17.07,0,29.96,389.2,18.84,1
36,78.01393581,78.01393581,48.97192668,510.2298727,388.2123928,443.2334679,2.816496581,2.816496581,0.825178069,21.63571365,16.63970734,19.76006718,3.632993162,3.632993162,1.581107015,22.39164259,16.63970734,19.76006718,1,1,0,0.2,0.142857143,0.285714286,4,4,2,37,29,33,72.088,72.088,49.46,479.825,364.287,412.319,28.47844735,28.47844735,19.65732138,223.8673792,168.8935364,194.1164603,-0.0053,-0.0053,-3.4766,3.9963,5.77146,5.561,0,0,0,0,0,2,0,0,0,4,3,2,1,1,0,5,8,3,0,0,0,0,4,1,0,0,0,7,4,7,17.07,17.07,30.5,47.97,153.52,56.69,1
37,78.01393581,78.01393581,48.97192668,510.2298727,388.2123928,297.1477268,2.816496581,2.816496581,0.825178069,21.63571365,16.63970734,12.73011839,3.632993162,3.632993162,1.581107015,22.39164259,16.63970734,12.73011839,1,1,0,0.2,0.142857143,0.235294118,4,4,2,37,29,22,72.088,72.088,49.46,479.825,364.287,278.206,28.47844735,28.47844735,19.65732138,223.8673792,168.8935364,129.4755753,-0.0053,-0.0053,-3.4766,3.9963,5.77146,4.6464,0,0,0,0,0,0,0,0,0,4,3,2,1,1,0,5,8,4,0,0,0,0,4,1,0,0,0,7,4,6,17.07,17.07,30.5,47.97,153.52,65.26,0
38,78.01393581,78.01393581,48.97192668,510.2298727,443.2334679,297.1477268,2.816496581,2.816496581,0.825178069,21.63571365,19.76006718,12.73011839,3.632993162,3.632993162,1.581107015,22.39164259,19.76006718,12.73011839,1,1,0,0.2,0.285714286,0.235294118,4,4,2,37,33,22,72.088,72.088,49.46,479.825,412.319,278.206,28.47844735,28.47844735,19.65732138,223.8673792,194.1164603,129.4755753,-0.0053,-0.0053,-3.4766,3.9963,5.561,4.6464,0,0,0,0,2,0,0,0,0,4,2,2,1,1,0,5,3,4,0,0,0,0,1,1,0,0,0,7,7,6,17.07,17.07,30.5,47.97,56.69,65.26,1
39,78.01393581,78.01393581,48.97192668,388.2123928,443.2334679,297.1477268,2.816496581,2.816496581,0.825178069,16.63970734,19.76006718,12.73011839,3.632993162,3.632993162,1.581107015,16.63970734,19.76006718,12.73011839,1,1,0,0.142857143,0.285714286,0.235294118,4,4,2,29,33,22,72.088,72.088,49.46,364.287,412.319,278.206,28.47844735,28.47844735,19.65732138,168.8935364,194.1164603,129.4755753,-0.0053,-0.0053,-3.4766,5.77146,5.561,4.6464,0,0,0,0,2,0,0,0,0,3,2,2,1,1,0,8,3,4,0,0,0,4,1,1,0,0,0,4,7,6,17.07,17.07,30.5,153.52,56.69,65.26,0
40,78.01393581,78.01393581,365.8133263,181.0294416,190.0266087,1028.982745,2.816496581,2.816496581,1.255928946,6.724990191,7.058709813,35.78682347,3.632993162,3.632993162,8.315404218,7.480919137,7.058709813,47.05280979,1,1,0,0.333333333,0,0,4,4,3,12,14,68,72.088,72.088,367.008,173.558,184.106,1006.704,28.47844735,28.47844735,42.8030803,75.56977673,78.40010454,474.9719444,-0.0053,-0.0053,1.3104,2.17232,1.4912,-3.5342,0,0,0,1,0,0,0,0,0,0,1,8,1,1,0,2,3,20,0,0,0,0,1,2,0,0,0,0,1,10,17.07,17.07,0,29.96,67.51,349.21,1
41,78.01393581,78.01393581,365.8133263,181.0294416,190.0266087,297.1477268,2.816496581,2.816496581,1.255928946,6.724990191,7.058709813,12.73011839,3.632993162,3.632993162,8.315404218,7.480919137,7.058709813,12.73011839,1,1,0,0.333333333,0,0.235294118,4,4,3,12,14,22,72.088,72.088,367.008,173.558,184.106,278.206,28.47844735,28.47844735,42.8030803,75.56977673,78.40010454,129.4755753,-0.0053,-0.0053,1.3104,2.17232,1.4912,4.6464,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,2,3,4,0,0,0,0,1,1,0,0,0,0,1,6,17.07,17.07,0,29.96,67.51,65.26,1
42,78.01393581,78.01393581,365.8133263,181.0294416,1028.982745,297.1477268,2.816496581,2.816496581,1.255928946,6.724990191,35.78682347,12.73011839,3.632993162,3.632993162,8.315404218,7.480919137,47.05280979,12.73011839,1,1,0,0.333333333,0,0.235294118,4,4,3,12,68,22,72.088,72.088,367.008,173.558,1006.704,278.206,28.47844735,28.47844735,42.8030803,75.56977673,474.9719444,129.4755753,-0.0053,-0.0053,1.3104,2.17232,-3.5342,4.6464,0,0,0,1,0,0,0,0,0,0,8,2,1,1,0,2,20,4,0,0,0,0,2,1,0,0,0,0,10,6,17.07,17.07,0,29.96,349.21,65.26,0
43,78.01393581,78.01393581,365.8133263,190.0266087,1028.982745,297.1477268,2.816496581,2.816496581,1.255928946,7.058709813,35.78682347,12.73011839,3.632993162,3.632993162,8.315404218,7.058709813,47.05280979,12.73011839,1,1,0,0,0,0.235294118,4,4,3,14,68,22,72.088,72.088,367.008,184.106,1006.704,278.206,28.47844735,28.47844735,42.8030803,78.40010454,474.9719444,129.4755753,-0.0053,-0.0053,1.3104,1.4912,-3.5342,4.6464,0,0,0,0,0,0,0,0,0,1,8,2,1,1,0,3,20,4,0,0,0,1,2,1,0,0,0,1,10,6,17.07,17.07,0,67.51,349.21,65.26,0
44,73.05276384,78.01393581,211.823789,181.0294416,991.9722398,297.1477268,3.432812155,2.816496581,1.377964473,6.724990191,34.11465457,12.73011839,3.432812155,3.632993162,9.244070901,7.480919137,45.38064089,12.73011839,0.666666667,1,0,0.333333333,0.058823529,0.235294118,5,4,2,12,64,22,66.039,72.088,212.809,173.558,968.628,278.206,31.39049103,28.47844735,83.18596902,75.56977673,452.2529366,129.4755753,-0.2956,-0.0053,-5.992,2.17232,-7.8628,4.6464,0,0,0,1,0,0,0,0,0,0,6,2,1,1,0,2,20,4,0,0,0,0,4,1,1,0,0,0,11,6,20.31,17.07,0,29.96,389.2,65.26,0
45,73.05276384,78.01393581,211.823789,181.0294416,991.9722398,510.2298727,3.432812155,2.816496581,1.377964473,6.724990191,34.11465457,21.63571365,3.432812155,3.632993162,9.244070901,7.480919137,45.38064089,22.39164259,0.666666667,1,0,0.333333333,0.058823529,0.2,5,4,2,12,64,37,66.039,72.088,212.809,173.558,968.628,479.825,31.39049103,28.47844735,83.18596902,75.56977673,452.2529366,223.8673792,-0.2956,-0.0053,-5.992,2.17232,-7.8628,3.9963,0,0,0,1,0,0,0,0,0,0,6,4,1,1,0,2,20,5,0,0,0,0,4,0,1,0,0,0,11,7,20.31,17.07,0,29.96,389.2,47.97,1
46,73.05276384,78.01393581,211.823789,181.0294416,297.1477268,510.2298727,3.432812155,2.816496581,1.377964473,6.724990191,12.73011839,21.63571365,3.432812155,3.632993162,9.244070901,7.480919137,12.73011839,22.39164259,0.666666667,1,0,0.333333333,0.235294118,0.2,5,4,2,12,22,37,66.039,72.088,212.809,173.558,278.206,479.825,31.39049103,28.47844735,83.18596902,75.56977673,129.4755753,223.8673792,-0.2956,-0.0053,-5.992,2.17232,4.6464,3.9963,0,0,0,1,0,0,0,0,0,0,2,4,1,1,0,2,4,5,0,0,0,0,1,0,1,0,0,0,6,7,20.31,17.07,0,29.96,65.26,47.97,1
47,73.05276384,78.01393581,211.823789,991.9722398,297.1477268,510.2298727,3.432812155,2.816496581,1.377964473,34.11465457,12.73011839,21.63571365,3.432812155,3.632993162,9.244070901,45.38064089,12.73011839,22.39164259,0.666666667,1,0,0.058823529,0.235294118,0.2,5,4,2,64,22,37,66.039,72.088,212.809,968.628,278.206,479.825,31.39049103,28.47844735,83.18596902,452.2529366,129.4755753,223.8673792,-0.2956,-0.0053,-5.992,-7.8628,4.6464,3.9963,0,0,0,0,0,0,0,0,0,6,2,4,1,1,0,20,4,5,0,0,0,4,1,0,1,0,0,11,6,7,20.31,17.07,0,389.2,65.26,47.97,1
